Geneid,WT1-BL_S30_L001,WT1-BL_S30_L002,WT2-BL_S31_L001,WT2-BL_S31_L002,WT3-BL_S32_L001,WT3-BL_S32_L002,atpA1-BL_S33_L001,atpA1-BL_S33_L002,atpA2-BL_S34_L001,atpA2-BL_S34_L002,atpA3-BL_S35_L001,atpA3-BL_S35_L002
b1908,68.56184927224255,71.27349204938773,81.26155739781602,79.84876475778549,47.043255245905016,46.05829413406973,75.49092541405103,72.28771028084905,96.29600450014453,97.05743620498093,91.58604345690031,96.8966904217629
b4759,29.078410580896183,20.189838479383436,45.90572148766274,35.513224033313385,38.31556051379974,28.120272856025842,20.984405291394534,16.099843105707265,17.37225099468978,21.92681564196652,17.93357403052568,25.542948787028255
b1909,2.79921481166673,0.7067498318279468,0.6798592704848372,0.6837316121356314,0.6706224018872995,1.353490144650669,0.6464161629992798,1.9576941707484332,1.337863007637029,0.0,0.8124066666972417,1.6392505447613919
b1910,71.57857064022122,78.9363156764592,114.29904302840352,104.50006126018907,106.43865013738287,93.0890282594538,91.95706686342457,74.41883381507219,78.64464977325778,74.64599184492168,66.85887297548922,79.01630666437683
b1911,377.3138991370645,377.8228804912849,536.2211085614815,541.6233944343887,505.13750024263607,501.227676001589,465.4451537869683,419.0753482092929,403.55053313914567,405.93460010851175,348.74694080259883,334.9571228272636
b1912,80.29004670185064,78.28702645346618,84.46601297127464,86.78907988141302,56.75004653347934,48.15244582922504,104.48628470775245,113.8564975916698,112.15386011016209,118.0629218766461,108.14331366527217,108.5846726972546
b1913,158.7008194493312,158.96781691971614,165.01998194521158,172.3854130708179,106.63005948175311,112.03619894574835,165.86128893297726,171.52733181153295,148.84218626372288,150.1636377367609,131.71891003223496,130.36066177525964
b1914,205.16710753181974,192.13591204356382,229.56891804727724,208.96586421672183,145.0167355533189,140.96383545326387,245.15406773547116,246.01690079071975,250.0612576397732,251.51292384834463,233.8766699022571,242.24979283405335
b4752,2.4077991812218063,0.6947710211189986,2.339176812007152,2.352500292602257,1.3185118409987582,1.3305496337243867,0.9531899352701245,0.6415043045390346,0.6575936817198956,0.9959977274655978,0.7986370621769495,1.6114666372230633
b1915,34.365027171228554,35.525958213218125,33.38562257594207,28.023879676065743,29.820342803921914,33.49436944628856,19.49591147605828,20.43832714261364,17.07113197744849,15.670364245458739,11.936961956004806,17.11377568730893
b1916,36.71501252978645,39.375643120140424,39.43183768812056,40.23235681201406,25.33895266218153,24.918820629937837,33.60291157699161,30.153364156921924,30.265680986045986,33.73029648270423,30.500645312351217,33.1387081082054
