Geneid,WT1-BL_S30_L001,WT1-BL_S30_L002,WT2-BL_S31_L001,WT2-BL_S31_L002,WT3-BL_S32_L001,WT3-BL_S32_L002,atpA1-BL_S33_L001,atpA1-BL_S33_L002,atpA2-BL_S34_L001,atpA2-BL_S34_L002,atpA3-BL_S35_L001,atpA3-BL_S35_L002
b0019,5.881698303450211,5.950817751329907,6.0734952297188345,6.020574173857043,5.388737118562323,5.3649152559257205,7.317832629656484,7.329224576984656,7.731279180818447,7.668714906549986,7.672524006319778,7.73903142561661
b0020,5.382771479748357,5.344621028352482,5.5250134751755695,5.393526608409153,4.626339001541429,4.697908027677284,6.23460614436959,6.177394151102952,6.540913752583698,6.496866443585718,6.482012995800245,6.470507454783963
b0021,3.998117104451182,4.176305824266167,4.103935589410137,4.071708049154924,3.5565378900576845,3.539845826764516,4.166773990867091,4.02854561529025,4.3340013381931515,4.124319123183118,4.254787185256922,4.168156782833301
b0022,4.659064434262126,4.554635733449323,4.198382625025648,4.319482123979936,4.831924843745758,4.844578286529769,5.147132180948331,5.418090386894967,5.367162723996351,5.5278667462714335,5.476848275549308,5.481003851781914
b0023,11.41096748002531,11.436651687222621,11.390253515351835,11.389869139917744,11.921512910357587,11.903800783899309,10.79969898705326,10.80348790030535,10.427551439751854,10.456914371586233,10.404524666198038,10.422397962913072
b0024,6.450540053831492,6.527448548204358,6.3721610317314745,6.384952934068648,6.933304654877185,6.848731485317488,6.271803859930554,6.034529865707936,5.751737992005362,5.834928199597322,5.812190375872347,5.774121618025661
b0025,7.31427424162062,7.316077631384325,7.462471307439769,7.437366527853344,6.944140511768647,6.942558771446071,7.578990976924329,7.490387871854208,7.613187439386341,7.715391826248003,7.651289606956106,7.632964359576553
b0026,8.545026883909875,8.545482076219033,8.503259079969576,8.52365061193218,8.243538033825672,8.235051879548436,8.979477087853903,8.977618709350716,9.087646043848403,9.102480233116777,8.99458600972403,8.99040584346429
b0027,7.588748092447017,7.58249983829174,7.636592876272821,7.593603606152612,7.61435622579991,7.518375654740643,7.876773709575599,7.963791090459644,7.954278370893566,7.963410311489693,7.76842037754109,7.871755036279009
b0028,7.052869084769721,7.131696774358626,7.2393967252516545,7.2016343660891895,7.248368976873811,7.186917892753885,7.221286629853971,7.193172617118028,7.071089183393676,7.144769705674569,6.955814786596635,7.00274854833205
b0029,6.913190389986674,6.8141719387325095,6.836932583487157,6.8076834055758395,6.952853975986879,6.96371530402205,6.838973468224403,6.848033771883779,6.756120565241342,6.791058451160535,6.653412830791609,6.652133968237265
